customer_id,customer_name,contact,address,customer_type,registration_date,credit_limit,customer_status
5030,Divya Bose 30,"{""email"": ""customer5030@example.com"", ""phone"": ""7110538896""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Wholesale,2018-05-23,434411.77,Active
5031,Divya Reddy 31,"{""email"": ""customer5031@example.com"", ""phone"": ""9152884753""}","{""city"": ""Delhi"", ""country"": ""India"", ""state"": ""Delhi""}",Retail,2019-06-27,658655.92,Active
5032,Manoj Kapoor 32,"{""email"": ""customer5032@example.com"", ""phone"": ""9598430797""}","{""city"": ""Chennai"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2022-06-14,587312.0,Active
5033,Neha Shah 33,"{""email"": ""customer5033@example.com"", ""phone"": ""9954054913""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2022-06-15,758039.58,Active
5034,Neha Joshi 34,"{""email"": ""customer5034@example.com"", ""phone"": ""9699374428""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Wholesale,2025-12-14,493641.49,Active
5035,Swathi Menon 35,"{""email"": ""customer5035@example.com"", ""phone"": ""9650156132""}","{""city"": ""Kolkata"", ""country"": ""India"", ""state"": ""West Bengal""}",Corporate,2023-03-01,596462.63,Active
5036,Ravi Sharma 36,"{""email"": ""customer5036@example.com"", ""phone"": ""7234880939""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2020-02-16,540989.25,Active
5037,Ravi Rao 37,"{""email"": ""customer5037@example.com"", ""phone"": ""9179996476""}","{""city"": ""Kolkata"", ""country"": ""India"", ""state"": ""West Bengal""}",Wholesale,2025-03-15,163199.61,Active
5038,Priya Pillai 38,"{""email"": ""customer5038@example.com"", ""phone"": ""9824286893""}","{""city"": ""Vellore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2026-06-23,605039.0,Active
5039,Amit Gupta 39,"{""email"": ""customer5039@example.com"", ""phone"": ""6149039892""}","{""city"": ""Jaipur"", ""country"": ""India"", ""state"": ""Rajasthan""}",Individual,2021-11-17,395405.96,Active
5040,Keerthi Sharma 40,"{""email"": ""customer5040@example.com"", ""phone"": ""7055505208""}","{""city"": ""Hyderabad"", ""country"": ""India"", ""state"": ""Telangana""}",Corporate,2024-07-07,805097.89,Active
5041,Manoj Singh 41,"{""email"": ""customer5041@example.com"", ""phone"": ""8433831668""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Corporate,2018-04-03,260769.08,Active
5042,Swathi Gupta 42,"{""email"": ""customer5042@example.com"", ""phone"": ""8871546032""}","{""city"": ""Vellore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Individual,2019-02-26,415471.59,Active
5043,Nikhil Menon 43,"{""email"": ""customer5043@example.com"", ""phone"": ""7595712127""}","{""city"": ""Kolkata"", ""country"": ""India"", ""state"": ""West Bengal""}",Corporate,2023-06-17,704116.32,Active
5044,Rahul Gupta 44,"{""email"": ""customer5044@example.com"", ""phone"": ""6828315917""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Retail,2024-02-11,618397.47,Inactive
5045,Meena Menon 45,"{""email"": ""customer5045@example.com"", ""phone"": ""6312922555""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2025-12-17,958704.74,Active
5046,Rahul Das 46,"{""email"": ""customer5046@example.com"", ""phone"": ""7409515937""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Wholesale,2026-08-23,969657.36,Inactive
5047,Meena Naidu 47,"{""email"": ""customer5047@example.com"", ""phone"": ""9058223705""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Wholesale,2024-04-22,717826.07,Active
5048,Manoj Iyer 48,"{""email"": ""customer5048@example.com"", ""phone"": ""7404543445""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2022-02-15,906358.93,Active
5049,Ananya Gupta 49,"{""email"": ""customer5049@example.com"", ""phone"": ""9696728009""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Retail,2019-12-14,935914.73,Active
5050,Keerthi Singh 50,"{""email"": ""customer5050@example.com"", ""phone"": ""7689358219""}","{""city"": ""Delhi"", ""country"": ""India"", ""state"": ""Delhi""}",Wholesale,2024-12-06,158953.47,Active
5051,Pooja Singh 51,"{""email"": ""customer5051@example.com"", ""phone"": ""7864475847""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2019-08-19,575474.67,Active
5052,Nikhil Patel 52,"{""email"": ""customer5052@example.com"", ""phone"": ""8605831917""}","{""city"": ""Chennai"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Individual,2019-01-05,687683.43,Inactive
5053,Manoj Mishra 53,"{""email"": ""customer5053@example.com"", ""phone"": ""6682235980""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Individual,2020-01-07,917229.29,Active
5054,Divya Verma 54,"{""email"": ""customer5054@example.com"", ""phone"": ""9139662681""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2019-10-02,192233.82,Active
5055,Vikram Iyer 55,"{""email"": ""customer5055@example.com"", ""phone"": ""6153121203""}","{""city"": ""Kochi"", ""country"": ""India"", ""state"": ""Kerala""}",Individual,2022-07-23,405918.92,Active
5056,Ravi Sharma 56,"{""email"": ""customer5056@example.com"", ""phone"": ""8241645514""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Corporate,2021-10-07,305750.13,Active
5057,Manoj Patel 57,"{""email"": ""customer5057@example.com"", ""phone"": ""7187623976""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Individual,2020-06-08,254142.13,Active
5058,Swathi Rao 58,"{""email"": ""customer5058@example.com"", ""phone"": ""6281516924""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Wholesale,2023-10-25,896619.22,Active
5059,Ravi Sharma 59,"{""email"": ""customer5059@example.com"", ""phone"": ""8095339195""}","{""city"": ""Hyderabad"", ""country"": ""India"", ""state"": ""Telangana""}",Wholesale,2026-05-07,384845.76,Active
5060,Suresh Nair 60,"{""email"": ""customer5060@example.com"", ""phone"": ""8214018627""}","{""city"": ""Kochi"", ""country"": ""India"", ""state"": ""Kerala""}",Individual,2021-12-28,858594.45,Active
5061,Divya Gupta 61,"{""email"": ""customer5061@example.com"", ""phone"": ""6016791115""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Wholesale,2025-01-05,929675.91,Active
5062,Kavya Naidu 62,"{""email"": ""customer5062@example.com"", ""phone"": ""6746852938""}","{""city"": ""Chennai"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2018-08-16,685736.41,Active
5063,Suresh Shah 63,"{""email"": ""customer5063@example.com"", ""phone"": ""7873315138""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Wholesale,2020-08-16,359568.85,Active
5064,Ravi Shah 64,"{""email"": ""customer5064@example.com"", ""phone"": ""6967406615""}","{""city"": ""Vellore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Wholesale,2025-03-15,337478.38,Active
5065,Vikram Joshi 65,"{""email"": ""customer5065@example.com"", ""phone"": ""7744987718""}","{""city"": ""Vellore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Retail,2022-08-04,128108.96,Active
5066,Ananya Mehta 66,"{""email"": ""customer5066@example.com"", ""phone"": ""7143560689""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Corporate,2021-10-24,476104.55,Active
5067,Kavya Singh 67,"{""email"": ""customer5067@example.com"", ""phone"": ""9799767239""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Wholesale,2019-06-02,834743.85,Active
5068,Nikhil Mehta 68,"{""email"": ""customer5068@example.com"", ""phone"": ""9670813978""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Wholesale,2018-07-06,516640.36,Active
5069,Keerthi Patel 69,"{""email"": ""customer5069@example.com"", ""phone"": ""9570605732""}","{""city"": ""Delhi"", ""country"": ""India"", ""state"": ""Delhi""}",Corporate,2025-04-07,612945.63,Active
5070,Aditya Reddy 70,"{""email"": ""customer5070@example.com"", ""phone"": ""6635819302""}","{""city"": ""Chennai"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Retail,2021-08-04,362971.47,Active
5071,Rahul Rao 71,"{""email"": ""customer5071@example.com"", ""phone"": ""9444740693""}","{""city"": ""Kochi"", ""country"": ""India"", ""state"": ""Kerala""}",Corporate,2023-06-15,107168.89,Active
5072,Neha Menon 72,"{""email"": ""customer5072@example.com"", ""phone"": ""8568562234""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Individual,2020-03-02,69711.7,Active
5073,Meena Joshi 73,"{""email"": ""customer5073@example.com"", ""phone"": ""7146952419""}","{""city"": ""Hyderabad"", ""country"": ""India"", ""state"": ""Telangana""}",Wholesale,2021-07-09,269705.57,Active
5074,Divya Iyer 74,"{""email"": ""customer5074@example.com"", ""phone"": ""6671346874""}","{""city"": ""Kochi"", ""country"": ""India"", ""state"": ""Kerala""}",Individual,2024-10-03,640752.08,Active
5075,Swathi Das 75,"{""email"": ""customer5075@example.com"", ""phone"": ""7370696357""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2020-08-13,475270.19,Active
5076,Sneha Shah 76,"{""email"": ""customer5076@example.com"", ""phone"": ""6457085776""}","{""city"": ""Jaipur"", ""country"": ""India"", ""state"": ""Rajasthan""}",Individual,2026-08-18,611545.19,Active
5077,Arun Sharma 77,"{""email"": ""customer5077@example.com"", ""phone"": ""8525447553""}","{""city"": ""Kolkata"", ""country"": ""India"", ""state"": ""West Bengal""}",Individual,2023-04-02,902024.58,Active
5078,Amit Shah 78,"{""email"": ""customer5078@example.com"", ""phone"": ""7915316650""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Wholesale,2020-06-17,301594.13,Active
5079,Manoj Rao 79,"{""email"": ""customer5079@example.com"", ""phone"": ""7986513121""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Individual,2019-08-06,260295.99,Active
5080,Karthik Joshi 80,"{""email"": ""customer5080@example.com"", ""phone"": ""7519160234""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2021-04-06,859278.92,Active
5081,Amit Singh 81,"{""email"": ""customer5081@example.com"", ""phone"": ""7429781393""}","{""city"": ""Vellore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Individual,2023-05-24,478900.91,Active
5082,Kavya Shah 82,"{""email"": ""customer5082@example.com"", ""phone"": ""7700305849""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2019-09-12,375001.02,Active
5083,Amit Kumar 83,"{""email"": ""customer5083@example.com"", ""phone"": ""6179422356""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Corporate,2024-06-26,712705.63,Active
5084,Neha Gupta 84,"{""email"": ""customer5084@example.com"", ""phone"": ""8215503421""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Wholesale,2020-03-19,646491.93,Active
5085,Sneha Patel 85,"{""email"": ""customer5085@example.com"", ""phone"": ""9145430863""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Wholesale,2020-03-05,355048.68,Active
5086,Pooja Iyer 86,"{""email"": ""customer5086@example.com"", ""phone"": ""6987207667""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Retail,2023-12-07,411586.37,Active
5087,Karthik Singh 87,"{""email"": ""customer5087@example.com"", ""phone"": ""6246606922""}","{""city"": ""Vellore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2022-03-14,628356.9,Active
5088,Nikhil Iyer 88,"{""email"": ""customer5088@example.com"", ""phone"": ""6768532208""}","{""city"": ""Kolkata"", ""country"": ""India"", ""state"": ""West Bengal""}",Corporate,2019-04-26,143813.26,Active
5089,Ananya Rao 89,"{""email"": ""customer5089@example.com"", ""phone"": ""9833223813""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Corporate,2023-11-25,615958.05,Active
5090,Karthik Kapoor 90,"{""email"": ""customer5090@example.com"", ""phone"": ""7692745635""}","{""city"": ""Jaipur"", ""country"": ""India"", ""state"": ""Rajasthan""}",Corporate,2023-01-03,568067.12,Active
5091,Priya Naidu 91,"{""email"": ""customer5091@example.com"", ""phone"": ""8009347684""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Corporate,2023-04-20,667750.08,Active
5092,Aditya Kumar 92,"{""email"": ""customer5092@example.com"", ""phone"": ""6216025835""}","{""city"": ""Delhi"", ""country"": ""India"", ""state"": ""Delhi""}",Retail,2024-08-22,518135.37,Active
5093,Aditya Rao 93,"{""email"": ""customer5093@example.com"", ""phone"": ""8954220235""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Corporate,2024-07-13,445643.86,Active
5094,Amit Bose 94,"{""email"": ""customer5094@example.com"", ""phone"": ""6681908159""}","{""city"": ""Chennai"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Wholesale,2022-04-17,907786.32,Active
5095,Sneha Pillai 95,"{""email"": ""customer5095@example.com"", ""phone"": ""6709388412""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2023-10-06,797937.99,Active
5096,Ananya Menon 96,"{""email"": ""customer5096@example.com"", ""phone"": ""7923827097""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Corporate,2020-04-26,500645.58,Active
5097,Aditya Nair 97,"{""email"": ""customer5097@example.com"", ""phone"": ""8033996113""}","{""city"": ""Hyderabad"", ""country"": ""India"", ""state"": ""Telangana""}",Individual,2024-09-27,734464.2,Active
5098,Suresh Gupta 98,"{""email"": ""customer5098@example.com"", ""phone"": ""8740333287""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Wholesale,2021-11-22,878357.61,Inactive
5099,Ravi Reddy 99,"{""email"": ""customer5099@example.com"", ""phone"": ""7281026290""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2024-02-02,109760.78,Active
5100,Swathi Naidu 100,"{""email"": ""customer5100@example.com"", ""phone"": ""7658344312""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Retail,2026-07-06,944080.41,Active
5101,Divya Kumar 101,"{""email"": ""customer5101@example.com"", ""phone"": ""9238025418""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2022-05-20,688176.33,Active
5102,Amit Mehta 102,"{""email"": ""customer5102@example.com"", ""phone"": ""9037728898""}","{""city"": ""Jaipur"", ""country"": ""India"", ""state"": ""Rajasthan""}",Wholesale,2023-02-17,431660.72,Active
5103,Manoj Naidu 103,"{""email"": ""customer5103@example.com"", ""phone"": ""6978643181""}","{""city"": ""Jaipur"", ""country"": ""India"", ""state"": ""Rajasthan""}",Corporate,2022-05-02,872106.33,Active
5104,Keerthi Singh 104,"{""email"": ""customer5104@example.com"", ""phone"": ""7150429205""}","{""city"": ""Kolkata"", ""country"": ""India"", ""state"": ""West Bengal""}",Retail,2018-02-13,435307.33,Active
5105,Aditya Das 105,"{""email"": ""customer5105@example.com"", ""phone"": ""8712863596""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Individual,2021-08-16,113782.47,Active
5106,Neha Singh 106,"{""email"": ""customer5106@example.com"", ""phone"": ""6411458768""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Wholesale,2020-01-03,200871.04,Active
5107,Ravi Iyer 107,"{""email"": ""customer5107@example.com"", ""phone"": ""6928782802""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Individual,2021-10-04,929976.14,Active
5108,Karthik Kumar 108,"{""email"": ""customer5108@example.com"", ""phone"": ""8549694760""}","{""city"": ""Pune"", ""country"": ""India"", ""state"": ""Maharashtra""}",Corporate,2021-11-03,102560.75,Active
5109,Aditya Pillai 109,"{""email"": ""customer5109@example.com"", ""phone"": ""8078362734""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2021-02-18,59090.21,Active
5110,Suresh Reddy 110,"{""email"": ""customer5110@example.com"", ""phone"": ""8847935396""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Retail,2023-10-01,498808.9,Active
5111,Arun Reddy 111,"{""email"": ""customer5111@example.com"", ""phone"": ""8818178537""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Individual,2018-01-23,952437.05,Active
5112,Karthik Bose 112,"{""email"": ""customer5112@example.com"", ""phone"": ""7024169227""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Wholesale,2021-03-10,991408.07,Active
5113,Rahul Menon 113,"{""email"": ""customer5113@example.com"", ""phone"": ""7222683572""}","{""city"": ""Kolkata"", ""country"": ""India"", ""state"": ""West Bengal""}",Retail,2025-02-12,321833.83,Active
5114,Manoj Mishra 114,"{""email"": ""customer5114@example.com"", ""phone"": ""6046363383""}","{""city"": ""Vellore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2025-11-02,495566.88,Active
5115,Priya Mehta 115,"{""email"": ""customer5115@example.com"", ""phone"": ""7019691609""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Individual,2018-05-02,864521.38,Active
5116,Keerthi Reddy 116,"{""email"": ""customer5116@example.com"", ""phone"": ""6767601749""}","{""city"": ""Kochi"", ""country"": ""India"", ""state"": ""Kerala""}",Corporate,2021-05-21,188537.96,Active
5117,Aditya Singh 117,"{""email"": ""customer5117@example.com"", ""phone"": ""6764282757""}","{""city"": ""Jaipur"", ""country"": ""India"", ""state"": ""Rajasthan""}",Wholesale,2018-01-12,705446.65,Active
5118,Pooja Joshi 118,"{""email"": ""customer5118@example.com"", ""phone"": ""6687956353""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Wholesale,2023-03-23,168866.55,Active
5119,Kavya Pillai 119,"{""email"": ""customer5119@example.com"", ""phone"": ""8007134638""}","{""city"": ""Coimbatore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Wholesale,2019-04-04,732407.98,Active
5120,Nikhil Kumar 120,"{""email"": ""customer5120@example.com"", ""phone"": ""6435999088""}","{""city"": ""Kochi"", ""country"": ""India"", ""state"": ""Kerala""}",Individual,2021-03-13,415869.06,Active
5121,Manoj Pillai 121,"{""email"": ""customer5121@example.com"", ""phone"": ""9164767604""}","{""city"": ""Vellore"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Corporate,2024-08-26,954257.83,Active
5122,Swathi Joshi 122,"{""email"": ""customer5122@example.com"", ""phone"": ""9756691367""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Wholesale,2019-06-07,760162.1,Active
5123,Priya Mehta 123,"{""email"": ""customer5123@example.com"", ""phone"": ""8462615267""}","{""city"": ""Bengaluru"", ""country"": ""India"", ""state"": ""Karnataka""}",Wholesale,2018-03-06,106577.63,Active
5124,Arun Rao 124,"{""email"": ""customer5124@example.com"", ""phone"": ""8893558291""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Individual,2021-11-28,376988.66,Active
5125,Rahul Sharma 125,"{""email"": ""customer5125@example.com"", ""phone"": ""8855051118""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Wholesale,2026-05-25,51781.94,Active
5126,Swathi Menon 126,"{""email"": ""customer5126@example.com"", ""phone"": ""6703587131""}","{""city"": ""Mumbai"", ""country"": ""India"", ""state"": ""Maharashtra""}",Wholesale,2018-09-09,427538.93,Active
5127,Divya Pillai 127,"{""email"": ""customer5127@example.com"", ""phone"": ""7941687043""}","{""city"": ""Chennai"", ""country"": ""India"", ""state"": ""Tamil Nadu""}",Retail,2021-08-17,73273.27,Active
5128,Pooja Joshi 128,"{""email"": ""customer5128@example.com"", ""phone"": ""7170815304""}","{""city"": ""Jaipur"", ""country"": ""India"", ""state"": ""Rajasthan""}",Wholesale,2021-01-21,835008.41,Active
5129,Arun Patel 129,"{""email"": ""customer5129@example.com"", ""phone"": ""8136963606""}","{""city"": ""Kolkata"", ""country"": ""India"", ""state"": ""West Bengal""}",Corporate,2021-06-11,455819.32,Active
5130,Ananya Naidu 130,"{""email"": ""customer5130@example.com"", ""phone"": ""6804869293""}","{""city"": ""Ahmedabad"", ""country"": ""India"", ""state"": ""Gujarat""}",Individual,2025-04-24,139859.73,Active
