sale_id,sale_date,customer_id,product_id,product_name,quantity,unit_price,discount_percent,total_amount,sales_channel,payment_method,sales_region,asset_id,asset_name,asset_type,location,purchase_date,purchase_cost,useful_life_years,last_maintenance_date,condition_score,asset_status,customer_name,email,phone,city,state,country,customer_type,registration_date,credit_limit,customer_status,purchase_order_id,supplier_id,supplier_name,item_id,item_name,unit_cost,total_cost,order_date,expected_delivery,po_status,voucher_id,transaction_date,account_id,account_name,transaction_type,debit_amount,credit_amount,reference_id,cost_center,fiscal_year,posting_status
,,,,,0.0,0.0,0.0,0.0,,,,AST0011,Server 11,Server,Branch Delhi,2025-02-17,387716.7,8.0,2025-12-03,66.8,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0012,Vehicle 12,Server,Branch Chennai,2023-12-31,702998.26,9.0,2025-01-12,94.0,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0013,Office Furniture 13,Network Equipment,Branch Mumbai,2024-03-27,221448.73,14.0,2024-06-03,95.2,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0014,Generator 14,Vehicle,Head Office,2024-08-02,64312.75,4.0,2025-11-10,89.5,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0015,Vehicle 15,Network Equipment,Branch Delhi,2023-03-29,590464.83,5.0,2023-11-20,95.6,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0016,Office Furniture 16,Printer,Factory 1,2023-05-10,281725.59,13.0,2025-03-14,62.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0017,Office Furniture 17,Laptop,Factory 2,2024-02-25,397945.6,14.0,2024-06-14,97.0,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0018,Laptop 18,Generator,Factory 1,2023-10-09,819890.51,11.0,2023-12-13,58.2,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0019,Generator 19,CNC Machine,Factory 1,2025-06-10,343507.88,11.0,2026-09-21,72.6,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0020,Vehicle 20,Vehicle,Factory 2,2023-04-17,252583.41,3.0,2024-06-03,65.8,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0021,Laptop 21,Network Equipment,Branch Mumbai,2024-02-07,441254.6,7.0,2025-05-24,82.9,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0022,Forklift 22,Laptop,Branch Chennai,2024-05-22,676954.25,9.0,2025-05-23,82.5,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0023,Network Equipment 23,Forklift,Branch Chennai,2023-04-20,373803.54,14.0,2023-11-23,90.3,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0024,Laptop 24,Forklift,Warehouse B,2025-01-25,792736.25,8.0,2026-02-17,86.8,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0025,Generator 25,Laptop,Branch Delhi,2024-07-24,414049.98,8.0,2026-04-07,61.1,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0026,Forklift 26,Air Conditioner,Factory 2,2024-01-31,203614.27,12.0,2025-04-14,72.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0027,Air Conditioner 27,Laptop,Branch Delhi,2023-10-23,509449.01,15.0,2024-01-13,91.6,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0028,Network Equipment 28,Network Equipment,Warehouse B,2023-03-26,550363.39,4.0,2024-09-03,76.3,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0029,Forklift 29,Network Equipment,Factory 2,2023-03-12,276052.45,15.0,2024-03-20,81.6,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0030,Generator 30,Server,Branch Mumbai,2023-12-14,826711.05,12.0,2025-08-19,62.8,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0031,Vehicle 31,Network Equipment,Branch Delhi,2024-06-13,252180.84,10.0,2025-10-30,70.4,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0032,Laptop 32,CNC Machine,Warehouse A,2024-08-19,331863.83,7.0,2026-07-07,66.6,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0033,Printer 33,Generator,Branch Mumbai,2024-10-15,487968.68,13.0,2026-05-02,59.5,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0034,Network Equipment 34,Forklift,Head Office,2025-03-30,656072.35,12.0,2026-02-25,88.8,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0035,Air Conditioner 35,Generator,Factory 2,2024-05-13,779964.75,8.0,2025-02-12,70.8,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0036,Server 36,Laptop,Warehouse A,2024-04-22,107712.95,8.0,2025-03-06,75.3,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0037,Printer 37,Network Equipment,Factory 2,2025-02-23,223948.82,4.0,2026-01-17,85.5,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0038,Forklift 38,Vehicle,Branch Chennai,2023-05-17,426785.59,11.0,2024-06-24,72.7,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0039,Vehicle 39,Printer,Branch Delhi,2023-08-17,285028.34,9.0,2025-04-14,69.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0040,Generator 40,Network Equipment,Branch Chennai,2024-04-23,144967.3,5.0,2025-12-23,71.1,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0041,Office Furniture 41,Laptop,Branch Chennai,2023-12-24,442526.13,12.0,2024-12-26,91.6,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0042,Server 42,Air Conditioner,Branch Mumbai,2024-05-28,49437.06,15.0,2026-01-21,89.0,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0043,Server 43,Generator,Branch Mumbai,2024-10-05,159203.4,6.0,2025-10-09,74.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0044,CNC Machine 44,Server,Factory 2,2023-01-19,366397.98,12.0,2024-06-17,82.9,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0045,CNC Machine 45,Network Equipment,Branch Delhi,2023-09-18,651124.19,15.0,2024-07-25,97.9,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0046,Vehicle 46,Vehicle,Branch Chennai,2024-07-23,895277.66,11.0,2025-04-30,77.0,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0047,Air Conditioner 47,Laptop,Warehouse B,2024-01-17,420716.74,6.0,2025-11-30,91.3,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0048,Server 48,CNC Machine,Branch Chennai,2023-01-20,558039.47,3.0,2023-04-30,88.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0049,Laptop 49,Air Conditioner,Branch Delhi,2025-02-06,519772.96,13.0,2026-01-08,80.3,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0050,Air Conditioner 50,Network Equipment,Head Office,2024-07-10,850301.73,8.0,2025-07-26,84.9,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0051,Forklift 51,Server,Branch Chennai,2024-12-21,524687.77,15.0,2025-10-19,84.2,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0052,Air Conditioner 52,Generator,Branch Chennai,2024-03-31,898410.79,15.0,2025-08-11,76.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0053,Vehicle 53,Office Furniture,Branch Mumbai,2024-01-12,50473.14,3.0,2025-06-20,60.6,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0054,Server 54,Generator,Factory 1,2023-10-04,722752.45,4.0,2024-06-18,81.9,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0055,Generator 55,Laptop,Branch Delhi,2023-10-06,820590.26,7.0,2024-05-21,76.7,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0056,Generator 56,Air Conditioner,Branch Mumbai,2024-09-21,767448.59,6.0,2025-10-07,76.1,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0057,Server 57,Printer,Warehouse A,2024-03-28,184455.32,15.0,2024-06-07,84.2,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0058,Generator 58,Vehicle,Branch Mumbai,2024-11-20,760698.0,11.0,2025-06-25,72.2,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0059,Forklift 59,Vehicle,Head Office,2024-06-09,854239.35,13.0,2025-10-07,65.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0060,Network Equipment 60,Printer,Warehouse B,2025-04-09,135926.51,11.0,2026-11-25,72.2,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0061,Forklift 61,Forklift,Factory 1,2023-04-01,719119.87,5.0,2023-08-16,66.6,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0062,Forklift 62,Air Conditioner,Warehouse B,2023-11-27,831712.88,12.0,2025-06-09,89.7,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0063,Vehicle 63,Network Equipment,Factory 2,2025-05-13,360939.85,15.0,2026-06-03,74.9,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0064,Printer 64,Air Conditioner,Branch Chennai,2024-10-06,633059.16,5.0,2025-12-23,85.2,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0065,Printer 65,Server,Warehouse B,2023-10-14,473487.0,15.0,2025-06-10,84.3,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0066,Generator 66,Air Conditioner,Branch Delhi,2023-03-29,176946.41,3.0,2024-05-08,61.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0067,Office Furniture 67,Server,Factory 1,2024-07-19,405657.66,14.0,2025-11-30,77.6,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0068,Printer 68,CNC Machine,Warehouse B,2024-07-03,241552.0,13.0,2025-01-16,62.3,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0069,Office Furniture 69,Generator,Factory 1,2023-09-25,226211.32,7.0,2024-01-24,94.6,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0070,CNC Machine 70,Forklift,Factory 1,2023-07-09,821162.27,3.0,2024-03-25,55.1,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0071,Air Conditioner 71,Printer,Branch Delhi,2025-06-18,818064.5,3.0,2027-03-26,55.5,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0072,CNC Machine 72,Air Conditioner,Warehouse B,2024-11-08,874478.55,6.0,2026-04-28,71.6,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0073,CNC Machine 73,Air Conditioner,Branch Delhi,2023-01-03,623248.16,4.0,2024-05-03,63.2,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0074,Forklift 74,Laptop,Factory 2,2024-05-25,495584.13,11.0,2025-09-01,79.7,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0075,Office Furniture 75,Air Conditioner,Factory 1,2023-04-16,49797.33,13.0,2023-11-27,72.0,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0076,Vehicle 76,Air Conditioner,Factory 2,2024-11-01,557134.87,10.0,2025-11-01,59.8,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0077,Laptop 77,Vehicle,Factory 1,2024-02-15,552211.23,3.0,2025-05-16,89.5,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0078,Network Equipment 78,Laptop,Branch Delhi,2025-03-26,584203.9,6.0,2026-03-26,60.8,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0079,Network Equipment 79,CNC Machine,Warehouse A,2024-12-23,119810.71,4.0,2026-03-10,79.6,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0080,Air Conditioner 80,Office Furniture,Head Office,2023-07-12,525823.68,10.0,2023-09-21,75.3,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0081,Vehicle 81,Generator,Warehouse B,2023-05-01,542541.39,13.0,2024-08-10,87.1,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0082,Air Conditioner 82,Laptop,Head Office,2023-06-25,165066.67,9.0,2025-03-31,87.3,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0083,Office Furniture 83,CNC Machine,Branch Chennai,2024-07-17,715473.88,11.0,2024-09-25,61.2,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0084,Vehicle 84,Office Furniture,Factory 1,2023-07-23,682844.75,7.0,2024-04-04,85.0,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0085,Air Conditioner 85,Vehicle,Branch Delhi,2023-01-05,222988.65,15.0,2024-02-03,92.5,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0086,Vehicle 86,Printer,Branch Mumbai,2023-11-15,520780.03,15.0,2025-01-01,60.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0087,Server 87,Printer,Warehouse A,2025-01-22,817538.09,15.0,2025-06-21,61.6,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0088,Server 88,Network Equipment,Branch Chennai,2023-07-13,337202.57,13.0,2025-04-29,86.1,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0089,Vehicle 89,Network Equipment,Branch Delhi,2023-08-14,98969.97,10.0,2024-01-04,92.7,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0090,Laptop 90,Vehicle,Branch Mumbai,2023-07-16,455282.15,3.0,2025-04-22,68.4,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0091,Air Conditioner 91,Laptop,Branch Chennai,2023-09-17,92968.18,9.0,2024-08-01,78.8,Under Maintenance,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0092,Office Furniture 92,Network Equipment,Branch Chennai,2025-02-18,195862.17,10.0,2026-05-18,79.6,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0093,Office Furniture 93,CNC Machine,Branch Mumbai,2025-02-13,417179.53,13.0,2026-07-04,92.7,Operational,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0094,Printer 94,Generator,Factory 2,2024-02-02,298891.69,13.0,2025-11-24,90.2,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0095,Generator 95,Server,Branch Delhi,2024-11-23,686670.78,3.0,2025-09-12,64.9,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0096,Air Conditioner 96,CNC Machine,Branch Chennai,2024-08-17,822043.91,10.0,2025-07-13,98.8,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0097,Laptop 97,Printer,Factory 2,2023-04-30,808245.48,3.0,2025-02-18,68.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0098,Generator 98,Server,Warehouse B,2025-01-12,891836.18,9.0,2025-04-02,92.7,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0099,CNC Machine 99,Laptop,Branch Delhi,2023-06-16,538972.83,12.0,2024-08-17,91.0,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0100,CNC Machine 100,Air Conditioner,Warehouse B,2025-04-02,103615.69,3.0,2026-10-09,96.9,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0101,Printer 101,CNC Machine,Branch Chennai,2024-02-06,268037.71,14.0,2025-03-31,73.4,Retired,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0102,Office Furniture 102,Network Equipment,Branch Delhi,2023-06-03,145013.61,9.0,2025-03-14,64.2,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
,,,,,0.0,0.0,0.0,0.0,,,,AST0103,Laptop 103,Generator,Warehouse A,2023-10-02,551881.01,7.0,2024-12-24,78.3,Idle,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,
